time_period,data_version,time_identifier,geographic_level,country_code,country_name,core_component,sex,grade,count,percent,cumulative_count,cumulative_percent
202324,Provisional,Academic year,National,E92000001,England,Design and Development for Engineering and Manufacturing,All,E,147,26.5,544,98
202324,Provisional,Academic year,National,E92000001,England,Design and Development for Engineering and Manufacturing,All,Unclassified,11,2,555,100
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,Number of students,686,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,A*,1,0.1,1,0.1
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,A,24,3.5,25,3.6
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,B,139,20.3,164,23.9
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,C,230,33.5,394,57.4
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,D,208,30.3,602,87.8
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,E,76,11.1,678,98.8
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,Unclassified,8,1.2,686,100
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,All,Number of students,35,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,All,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,All,A,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,All,B,2,5.7,2,5.7
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,All,C,8,22.9,10,28.6
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,All,D,7,20,17,48.6
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,All,E,18,51.4,35,100
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,All,Unclassified,0,0,35,100
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,Number of students,1034,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,A*,2,0.2,2,0.2
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,A,36,3.5,38,3.7
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,B,153,14.8,191,18.5
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,C,373,36.1,564,54.5
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,D,334,32.3,898,86.8
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,E,121,11.7,1019,98.5
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,Unclassified,15,1.5,1034,100
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,All,Number of students,294,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,All,A*,2,0.7,2,0.7
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,All,A,7,2.4,9,3.1
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,All,B,44,15,53,18
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,All,C,84,28.6,137,46.6
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,All,D,94,32,231,78.6
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,All,E,58,19.7,289,98.3
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,All,Unclassified,5,1.7,294,100
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,All,Number of students,1533,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,All,A*,7,0.5,7,0.5
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,All,A,134,8.7,141,9.2
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,All,B,423,27.6,564,36.8
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,All,C,617,40.2,1181,77
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,All,D,288,18.8,1469,95.8
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,All,E,64,4.2,1533,100
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,All,Unclassified,0,0,1533,100
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",All,Number of students,175,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",All,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",All,A,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",All,B,13,7.4,13,7.4
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",All,C,40,22.9,53,30.3
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",All,D,81,46.3,134,76.6
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",All,E,36,20.6,170,97.1
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",All,Unclassified,5,2.9,175,100
202324,Provisional,Academic year,National,E92000001,England,Finance,All,Number of students,37,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Finance,All,A*,1,2.7,1,2.7
202324,Provisional,Academic year,National,E92000001,England,Finance,All,A,1,2.7,2,5.4
202324,Provisional,Academic year,National,E92000001,England,Finance,All,B,7,18.9,9,24.3
202324,Provisional,Academic year,National,E92000001,England,Finance,All,C,15,40.5,24,64.9
202324,Provisional,Academic year,National,E92000001,England,Finance,All,D,11,29.7,35,94.6
202324,Provisional,Academic year,National,E92000001,England,Finance,All,E,2,5.4,37,100
202324,Provisional,Academic year,National,E92000001,England,Finance,All,Unclassified,0,0,37,100
202324,Provisional,Academic year,National,E92000001,England,Health,All,Number of students,1044,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Health,All,A*,1,0.1,1,0.1
202324,Provisional,Academic year,National,E92000001,England,Health,All,A,10,1,11,1.1
202324,Provisional,Academic year,National,E92000001,England,Health,All,B,87,8.3,98,9.4
202324,Provisional,Academic year,National,E92000001,England,Health,All,C,328,31.4,426,40.8
202324,Provisional,Academic year,National,E92000001,England,Health,All,D,405,38.8,831,79.6
202324,Provisional,Academic year,National,E92000001,England,Health,All,E,195,18.7,1026,98.3
202324,Provisional,Academic year,National,E92000001,England,Health,All,Unclassified,18,1.7,1044,100
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,All,Number of students,65,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,All,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,All,A,1,1.5,1,1.5
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,All,B,4,6.2,5,7.7
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,All,C,24,36.9,29,44.6
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,All,D,21,32.3,50,76.9
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,All,E,13,20,63,96.9
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,All,Unclassified,2,3.1,65,100
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",All,Number of students,398,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",All,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",All,A,1,0.3,1,0.3
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",All,B,14,3.5,15,3.8
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",All,C,79,19.8,94,23.6
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",All,D,170,42.7,264,66.3
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",All,E,113,28.4,377,94.7
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",All,Unclassified,21,5.3,398,100
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,All,Number of students,846,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,All,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,All,A,12,1.4,12,1.4
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,All,B,114,13.5,126,14.9
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,All,C,303,35.8,429,50.7
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,All,D,299,35.3,728,86.1
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,All,E,106,12.5,834,98.6
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,All,Unclassified,12,1.4,846,100
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,All,Number of students,138,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,All,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,All,A,1,0.7,1,0.7
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,All,B,11,8,12,8.7
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,All,C,33,23.9,45,32.6
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,All,D,59,42.8,104,75.4
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,All,E,33,23.9,137,99.3
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,All,Unclassified,1,0.7,138,100
202324,Provisional,Academic year,National,E92000001,England,Science,All,Number of students,128,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Science,All,A*,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Science,All,A,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Science,All,B,7,5.5,7,5.5
202324,Provisional,Academic year,National,E92000001,England,Science,All,C,25,19.5,32,25
202324,Provisional,Academic year,National,E92000001,England,Science,All,D,49,38.3,81,63.3
202324,Provisional,Academic year,National,E92000001,England,Science,All,E,42,32.8,123,96.1
202324,Provisional,Academic year,National,E92000001,England,Science,All,Unclassified,5,3.9,128,100
202122,Final,Academic year,National,E92000001,England,Total,All,Number of students,996,z,z,z
202122,Final,Academic year,National,E92000001,England,Total,All,A*,47,4.7,47,4.7
202122,Final,Academic year,National,E92000001,England,Total,All,A,157,15.8,204,20.5
202122,Final,Academic year,National,E92000001,England,Total,All,B,303,30.4,507,50.9
202122,Final,Academic year,National,E92000001,England,Total,All,C,310,31.1,817,82
202122,Final,Academic year,National,E92000001,England,Total,All,D,144,14.5,961,96.5
202122,Final,Academic year,National,E92000001,England,Total,All,E,34,3.4,995,99.9
202122,Final,Academic year,National,E92000001,England,Total,All,Unclassified,1,0.1,996,100
202223,Revised,Academic year,National,E92000001,England,Total,All,Number of students,3559,z,z,z
202223,Revised,Academic year,National,E92000001,England,Total,All,A*,15,0.4,15,0.4
202223,Revised,Academic year,National,E92000001,England,Total,All,A,247,6.9,262,7.4
202223,Revised,Academic year,National,E92000001,England,Total,All,B,826,23.2,1088,30.6
202223,Revised,Academic year,National,E92000001,England,Total,All,C,1177,33.1,2265,63.6
202223,Revised,Academic year,National,E92000001,England,Total,All,D,874,24.6,3139,88.2
202223,Revised,Academic year,National,E92000001,England,Total,All,E,377,10.6,3516,98.8
202223,Revised,Academic year,National,E92000001,England,Total,All,Unclassified,43,1.2,3559,100
202324,Provisional,Academic year,National,E92000001,England,Total,All,Number of students,7380,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Total,All,A*,17,0.2,17,0.2
202324,Provisional,Academic year,National,E92000001,England,Total,All,A,238,3.2,255,3.5
202324,Provisional,Academic year,National,E92000001,England,Total,All,B,1095,14.8,1350,18.3
202324,Provisional,Academic year,National,E92000001,England,Total,All,C,2356,31.9,3706,50.2
202324,Provisional,Academic year,National,E92000001,England,Total,All,D,2411,32.7,6117,82.9
202324,Provisional,Academic year,National,E92000001,England,Total,All,E,1135,15.4,7252,98.3
202324,Provisional,Academic year,National,E92000001,England,Total,All,Unclassified,128,1.7,7380,100
202122,Final,Academic year,National,E92000001,England,Total,Female,Number of students,503,z,z,z
202122,Final,Academic year,National,E92000001,England,Total,Female,A*,31,6.2,31,6.2
202122,Final,Academic year,National,E92000001,England,Total,Female,A,88,17.5,119,23.7
202122,Final,Academic year,National,E92000001,England,Total,Female,B,158,31.4,277,55.1
202122,Final,Academic year,National,E92000001,England,Total,Female,C,154,30.6,431,85.7
202122,Final,Academic year,National,E92000001,England,Total,Female,D,61,12.1,492,97.8
202122,Final,Academic year,National,E92000001,England,Total,Female,E,11,2.2,503,100
202122,Final,Academic year,National,E92000001,England,Total,Female,Unclassified,0,0,503,100
202223,Revised,Academic year,National,E92000001,England,Total,Female,Number of students,1859,z,z,z
202223,Revised,Academic year,National,E92000001,England,Total,Female,A*,13,0.7,13,0.7
202223,Revised,Academic year,National,E92000001,England,Total,Female,A,207,11.1,220,11.8
202223,Revised,Academic year,National,E92000001,England,Total,Female,B,581,31.3,801,43.1
202223,Revised,Academic year,National,E92000001,England,Total,Female,C,619,33.3,1420,76.4
202223,Revised,Academic year,National,E92000001,England,Total,Female,D,334,18,1754,94.4
202223,Revised,Academic year,National,E92000001,England,Total,Female,E,97,5.2,1851,99.6
202223,Revised,Academic year,National,E92000001,England,Total,Female,Unclassified,8,0.4,1859,100
202324,Provisional,Academic year,National,E92000001,England,Total,Female,Number of students,3227,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Total,Female,A*,8,0.2,8,0.2
202324,Provisional,Academic year,National,E92000001,England,Total,Female,A,167,5.2,175,5.4
202324,Provisional,Academic year,National,E92000001,England,Total,Female,B,619,19.2,794,24.6
202324,Provisional,Academic year,National,E92000001,England,Total,Female,C,1160,35.9,1954,60.6
202324,Provisional,Academic year,National,E92000001,England,Total,Female,D,914,28.3,2868,88.9
202324,Provisional,Academic year,National,E92000001,England,Total,Female,E,333,10.3,3201,99.2
202324,Provisional,Academic year,National,E92000001,England,Total,Female,Unclassified,26,0.8,3227,100
202122,Final,Academic year,National,E92000001,England,Total,Male,Number of students,490,z,z,z
202122,Final,Academic year,National,E92000001,England,Total,Male,A*,16,3.3,16,3.3
202122,Final,Academic year,National,E92000001,England,Total,Male,A,69,14.1,85,17.3
202122,Final,Academic year,National,E92000001,England,Total,Male,B,144,29.4,229,46.7
202122,Final,Academic year,National,E92000001,England,Total,Male,C,154,31.4,383,78.2
202122,Final,Academic year,National,E92000001,England,Total,Male,D,83,16.9,466,95.1
202122,Final,Academic year,National,E92000001,England,Total,Male,E,23,4.7,489,99.8
202122,Final,Academic year,National,E92000001,England,Total,Male,Unclassified,1,0.2,490,100
202223,Revised,Academic year,National,E92000001,England,Total,Male,Number of students,1677,z,z,z
202223,Revised,Academic year,National,E92000001,England,Total,Male,A*,2,0.1,2,0.1
202223,Revised,Academic year,National,E92000001,England,Total,Male,A,40,2.4,42,2.5
202223,Revised,Academic year,National,E92000001,England,Total,Male,B,244,14.5,286,17.1
202223,Revised,Academic year,National,E92000001,England,Total,Male,C,547,32.6,833,49.7
202223,Revised,Academic year,National,E92000001,England,Total,Male,D,532,31.7,1365,81.4
202223,Revised,Academic year,National,E92000001,England,Total,Male,E,278,16.6,1643,98
202223,Revised,Academic year,National,E92000001,England,Total,Male,Unclassified,34,2,1677,100
202324,Provisional,Academic year,National,E92000001,England,Total,Male,Number of students,4116,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Total,Male,A*,9,0.2,9,0.2
202324,Provisional,Academic year,National,E92000001,England,Total,Male,A,70,1.7,79,1.9
202324,Provisional,Academic year,National,E92000001,England,Total,Male,B,471,11.4,550,13.4
202324,Provisional,Academic year,National,E92000001,England,Total,Male,C,1187,28.8,1737,42.2
202324,Provisional,Academic year,National,E92000001,England,Total,Male,D,1481,36,3218,78.2
202324,Provisional,Academic year,National,E92000001,England,Total,Male,E,797,19.4,4015,97.5
202324,Provisional,Academic year,National,E92000001,England,Total,Male,Unclassified,101,2.5,4116,100
