time_period,data_version,time_identifier,geographic_level,country_code,country_name,tlevel_pathway,occupational_specialism,sex,grade,count,percent,cumulative_count,cumulative_percent
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Digital Infrastructure,Male,Merit,41,45.6,55,61.1
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Digital Infrastructure,Male,Pass,29,32.2,84,93.3
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Digital Infrastructure,Male,Unclassified,6,6.7,90,100
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Digital Support,Female,Number of students,11,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Digital Support,Female,Distinction,5,45.5,5,45.5
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Digital Support,Female,Merit,4,36.4,9,81.8
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Digital Support,Female,Pass,0,0,9,81.8
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Digital Support,Female,Unclassified,2,18.2,11,100
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Digital Support,Male,Number of students,168,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Digital Support,Male,Distinction,49,29.2,49,29.2
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Digital Support,Male,Merit,44,26.2,93,55.4
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Digital Support,Male,Pass,43,25.6,136,81
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Digital Support,Male,Unclassified,32,19,168,100
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Network Cabling,Female,Number of students,2,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Network Cabling,Female,Distinction,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Network Cabling,Female,Merit,1,50,1,50
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Network Cabling,Female,Pass,1,50,2,100
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Network Cabling,Female,Unclassified,0,0,2,100
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Network Cabling,Male,Number of students,15,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Network Cabling,Male,Distinction,1,6.7,1,6.7
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Network Cabling,Male,Merit,9,60,10,66.7
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Network Cabling,Male,Pass,3,20,13,86.7
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,Network Cabling,Male,Unclassified,2,13.3,15,100
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Assisting Teaching,Female,Number of students,327,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Assisting Teaching,Female,Distinction,122,37.3,122,37.3
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Assisting Teaching,Female,Merit,154,47.1,276,84.4
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Assisting Teaching,Female,Pass,42,12.8,318,97.2
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Assisting Teaching,Female,Unclassified,9,2.8,327,100
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Assisting Teaching,Male,Number of students,32,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Assisting Teaching,Male,Distinction,11,34.4,11,34.4
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Assisting Teaching,Male,Merit,14,43.8,25,78.1
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Assisting Teaching,Male,Pass,5,15.6,30,93.8
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Assisting Teaching,Male,Unclassified,2,6.3,32,100
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Early Years Educator,Female,Number of students,1120,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Early Years Educator,Female,Distinction,338,30.2,338,30.2
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Early Years Educator,Female,Merit,596,53.2,934,83.4
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Early Years Educator,Female,Pass,170,15.2,1104,98.6
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Early Years Educator,Female,Unclassified,16,1.4,1120,100
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Early Years Educator,Male,Number of students,51,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Early Years Educator,Male,Distinction,12,23.5,12,23.5
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Early Years Educator,Male,Merit,26,51,38,74.5
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Early Years Educator,Male,Pass,12,23.5,50,98
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,Early Years Educator,Male,Unclassified,1,2,51,100
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Composites Manufacturing Technologies,Male,Number of students,6,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Composites Manufacturing Technologies,Male,Distinction,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Composites Manufacturing Technologies,Male,Merit,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Composites Manufacturing Technologies,Male,Pass,6,100,6,100
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Composites Manufacturing Technologies,Male,Unclassified,0,0,6,100
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Fabrication & Welding Technologies,Female,Number of students,3,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Fabrication & Welding Technologies,Female,Distinction,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Fabrication & Welding Technologies,Female,Merit,1,33.3,1,33.3
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Fabrication & Welding Technologies,Female,Pass,2,66.7,3,100
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Fabrication & Welding Technologies,Female,Unclassified,0,0,3,100
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Fabrication & Welding Technologies,Male,Number of students,5,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Fabrication & Welding Technologies,Male,Distinction,2,40,2,40
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Fabrication & Welding Technologies,Male,Merit,3,60,5,100
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Fabrication & Welding Technologies,Male,Pass,0,0,5,100
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Fabrication & Welding Technologies,Male,Unclassified,0,0,5,100
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Fitting and Assembly Technologies,Female,Number of students,6,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Fitting and Assembly Technologies,Female,Distinction,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Fitting and Assembly Technologies,Female,Merit,5,83.3,5,83.3
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Fitting and Assembly Technologies,Female,Pass,1,16.7,6,100
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Fitting and Assembly Technologies,Female,Unclassified,0,0,6,100
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Fitting and Assembly Technologies,Male,Number of students,46,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Fitting and Assembly Technologies,Male,Distinction,6,13,6,13
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Fitting and Assembly Technologies,Male,Merit,23,50,29,63
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Fitting and Assembly Technologies,Male,Pass,17,37,46,100
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Fitting and Assembly Technologies,Male,Unclassified,0,0,46,100
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Machining & Toolmaking Technologies,Female,Number of students,10,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Machining & Toolmaking Technologies,Female,Distinction,4,40,4,40
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Machining & Toolmaking Technologies,Female,Merit,4,40,8,80
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Machining & Toolmaking Technologies,Female,Pass,2,20,10,100
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Machining & Toolmaking Technologies,Female,Unclassified,0,0,10,100
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Machining & Toolmaking Technologies,Male,Number of students,97,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Machining & Toolmaking Technologies,Male,Distinction,29,29.9,29,29.9
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Machining & Toolmaking Technologies,Male,Merit,47,48.5,76,78.4
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Machining & Toolmaking Technologies,Male,Pass,17,17.5,93,95.9
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",Machining & Toolmaking Technologies,Male,Unclassified,4,4.1,97,100
202324,Provisional,Academic year,National,E92000001,England,Finance,Financial Compliance / Risk Analyst,Female,Number of students,2,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Finance,Financial Compliance / Risk Analyst,Female,Distinction,2,100,2,100
202324,Provisional,Academic year,National,E92000001,England,Finance,Financial Compliance / Risk Analyst,Female,Merit,0,0,2,100
202324,Provisional,Academic year,National,E92000001,England,Finance,Financial Compliance / Risk Analyst,Female,Pass,0,0,2,100
202324,Provisional,Academic year,National,E92000001,England,Finance,Financial Compliance / Risk Analyst,Female,Unclassified,0,0,2,100
202324,Provisional,Academic year,National,E92000001,England,Finance,Financial Compliance / Risk Analyst,Male,Number of students,2,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Finance,Financial Compliance / Risk Analyst,Male,Distinction,2,100,2,100
202324,Provisional,Academic year,National,E92000001,England,Finance,Financial Compliance / Risk Analyst,Male,Merit,0,0,2,100
202324,Provisional,Academic year,National,E92000001,England,Finance,Financial Compliance / Risk Analyst,Male,Pass,0,0,2,100
202324,Provisional,Academic year,National,E92000001,England,Finance,Financial Compliance / Risk Analyst,Male,Unclassified,0,0,2,100
202324,Provisional,Academic year,National,E92000001,England,Finance,Retail and Commercial Banking Analyst,Female,Number of students,9,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Finance,Retail and Commercial Banking Analyst,Female,Distinction,4,44.4,4,44.4
202324,Provisional,Academic year,National,E92000001,England,Finance,Retail and Commercial Banking Analyst,Female,Merit,2,22.2,6,66.7
202324,Provisional,Academic year,National,E92000001,England,Finance,Retail and Commercial Banking Analyst,Female,Pass,3,33.3,9,100
202324,Provisional,Academic year,National,E92000001,England,Finance,Retail and Commercial Banking Analyst,Female,Unclassified,0,0,9,100
202324,Provisional,Academic year,National,E92000001,England,Finance,Retail and Commercial Banking Analyst,Male,Number of students,22,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Finance,Retail and Commercial Banking Analyst,Male,Distinction,13,59.1,13,59.1
202324,Provisional,Academic year,National,E92000001,England,Finance,Retail and Commercial Banking Analyst,Male,Merit,7,31.8,20,90.9
202324,Provisional,Academic year,National,E92000001,England,Finance,Retail and Commercial Banking Analyst,Male,Pass,0,0,20,90.9
202324,Provisional,Academic year,National,E92000001,England,Finance,Retail and Commercial Banking Analyst,Male,Unclassified,2,9.1,22,100
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Adult Nursing Team,Female,Number of students,807,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Adult Nursing Team,Female,Distinction,123,15.2,123,15.2
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Adult Nursing Team,Female,Merit,578,71.6,701,86.9
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Adult Nursing Team,Female,Pass,95,11.8,796,98.6
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Adult Nursing Team,Female,Unclassified,11,1.4,807,100
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Adult Nursing Team,Male,Number of students,68,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Adult Nursing Team,Male,Distinction,8,11.8,8,11.8
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Adult Nursing Team,Male,Merit,49,72.1,57,83.8
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Adult Nursing Team,Male,Pass,11,16.2,68,100
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Adult Nursing Team,Male,Unclassified,0,0,68,100
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Care of Children and Young People,Female,Number of students,21,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Care of Children and Young People,Female,Distinction,1,4.8,1,4.8
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Care of Children and Young People,Female,Merit,9,42.9,10,47.6
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Care of Children and Young People,Female,Pass,10,47.6,20,95.2
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Care of Children and Young People,Female,Unclassified,1,4.8,21,100
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Care of Children and Young People,Male,Number of students,2,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Care of Children and Young People,Male,Distinction,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Care of Children and Young People,Male,Merit,1,50,1,50
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Care of Children and Young People,Male,Pass,1,50,2,100
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Care of Children and Young People,Male,Unclassified,0,0,2,100
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Mental Health Team,Female,Number of students,69,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Mental Health Team,Female,Distinction,4,5.8,4,5.8
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Mental Health Team,Female,Merit,26,37.7,30,43.5
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Mental Health Team,Female,Pass,35,50.7,65,94.2
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Mental Health Team,Female,Unclassified,4,5.8,69,100
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Mental Health Team,Male,Number of students,8,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Mental Health Team,Male,Distinction,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Mental Health Team,Male,Merit,4,50,4,50
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Mental Health Team,Male,Pass,4,50,8,100
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Mental Health Team,Male,Unclassified,0,0,8,100
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Midwifery Team,Female,Number of students,47,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Midwifery Team,Female,Distinction,1,2.1,1,2.1
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Midwifery Team,Female,Merit,23,48.9,24,51.1
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Midwifery Team,Female,Pass,16,34,40,85.1
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Midwifery Team,Female,Unclassified,7,14.9,47,100
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Midwifery Team,Male,Number of students,2,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Midwifery Team,Male,Distinction,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Midwifery Team,Male,Merit,1,50,1,50
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Midwifery Team,Male,Pass,1,50,2,100
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Midwifery Team,Male,Unclassified,0,0,2,100
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Therapy Teams,Female,Number of students,9,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Therapy Teams,Female,Distinction,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Therapy Teams,Female,Merit,7,77.8,7,77.8
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Therapy Teams,Female,Pass,1,11.1,8,88.9
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Therapy Teams,Female,Unclassified,1,11.1,9,100
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Therapy Teams,Male,Number of students,1,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Therapy Teams,Male,Distinction,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Therapy Teams,Male,Merit,1,100,1,100
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Therapy Teams,Male,Pass,0,0,1,100
202324,Provisional,Academic year,National,E92000001,England,Health,Supporting Healthcare - Supporting the Therapy Teams,Male,Unclassified,0,0,1,100
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Assisting with Healthcare Science,Female,Number of students,51,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Assisting with Healthcare Science,Female,Distinction,7,13.7,7,13.7
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Assisting with Healthcare Science,Female,Merit,21,41.2,28,54.9
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Assisting with Healthcare Science,Female,Pass,19,37.3,47,92.2
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Assisting with Healthcare Science,Female,Unclassified,4,7.8,51,100
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Assisting with Healthcare Science,Male,Number of students,14,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Assisting with Healthcare Science,Male,Distinction,1,7.1,1,7.1
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Assisting with Healthcare Science,Male,Merit,9,64.3,10,71.4
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Assisting with Healthcare Science,Male,Pass,3,21.4,13,92.9
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,Assisting with Healthcare Science,Male,Unclassified,1,7.1,14,100
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Light and Electric Vehicles,Female,Number of students,5,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Light and Electric Vehicles,Female,Distinction,1,20,1,20
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Light and Electric Vehicles,Female,Merit,2,40,3,60
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Light and Electric Vehicles,Female,Pass,1,20,4,80
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Light and Electric Vehicles,Female,Unclassified,1,20,5,100
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Light and Electric Vehicles,Male,Number of students,40,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Light and Electric Vehicles,Male,Distinction,6,15,6,15
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Light and Electric Vehicles,Male,Merit,18,45,24,60
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Light and Electric Vehicles,Male,Pass,13,32.5,37,92.5
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Light and Electric Vehicles,Male,Unclassified,3,7.5,40,100
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Control & Instrumentation,Female,Number of students,1,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Control & Instrumentation,Female,Distinction,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Control & Instrumentation,Female,Merit,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Control & Instrumentation,Female,Pass,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Control & Instrumentation,Female,Unclassified,1,100,1,100
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Control & Instrumentation,Male,Number of students,9,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Control & Instrumentation,Male,Distinction,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Control & Instrumentation,Male,Merit,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Control & Instrumentation,Male,Pass,0,0,0,0
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Control & Instrumentation,Male,Unclassified,9,100,9,100
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Electrical & Electronics,Female,Number of students,2,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Electrical & Electronics,Female,Distinction,2,100,2,100
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Electrical & Electronics,Female,Merit,0,0,2,100
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Electrical & Electronics,Female,Pass,0,0,2,100
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Electrical & Electronics,Female,Unclassified,0,0,2,100
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Electrical & Electronics,Male,Number of students,64,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Electrical & Electronics,Male,Distinction,24,37.5,24,37.5
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Electrical & Electronics,Male,Merit,25,39.1,49,76.6
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Electrical & Electronics,Male,Pass,11,17.2,60,93.8
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Electrical & Electronics,Male,Unclassified,4,6.3,64,100
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Mechanical,Female,Number of students,7,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Mechanical,Female,Distinction,6,85.7,6,85.7
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Mechanical,Female,Merit,1,14.3,7,100
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Mechanical,Female,Pass,0,0,7,100
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Mechanical,Female,Unclassified,0,0,7,100
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Mechanical,Male,Number of students,94,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Mechanical,Male,Distinction,32,34,32,34
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Mechanical,Male,Merit,44,46.8,76,80.9
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Mechanical,Male,Pass,18,19.1,94,100
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Mechanical,Male,Unclassified,0,0,94,100
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Mechatronics,Female,Number of students,14,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Mechatronics,Female,Distinction,1,7.1,1,7.1
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Mechatronics,Female,Merit,6,42.9,7,50
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Mechatronics,Female,Pass,6,42.9,13,92.9
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",Maintenance Engineering Technologies: Mechatronics,Female,Unclassified,1,7.1,14,100
