time_period,data_version,time_identifier,geographic_level,country_code,country_name,tlevel_pathway,sex,grade,count,percent,cumulative_count,cumulative_percent
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,Male,Number of students,133,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,Male,Distinction,23,17.3,23,17.3
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,Male,Merit,53,39.8,76,57.1
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,Male,Pass,30,22.6,106,79.7
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,Male,Unclassified,27,20.3,133,100
202324,Provisional,Academic year,National,E92000001,England,Science,Female,Number of students,41,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Science,Female,Distinction,6,14.6,6,14.6
202324,Provisional,Academic year,National,E92000001,England,Science,Female,Merit,17,41.5,23,56.1
202324,Provisional,Academic year,National,E92000001,England,Science,Female,Pass,17,41.5,40,97.6
202324,Provisional,Academic year,National,E92000001,England,Science,Female,Unclassified,1,2.4,41,100
202324,Provisional,Academic year,National,E92000001,England,Science,Male,Number of students,87,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Science,Male,Distinction,5,5.7,5,5.7
202324,Provisional,Academic year,National,E92000001,England,Science,Male,Merit,51,58.6,56,64.4
202324,Provisional,Academic year,National,E92000001,England,Science,Male,Pass,23,26.4,79,90.8
202324,Provisional,Academic year,National,E92000001,England,Science,Male,Unclassified,8,9.2,87,100
202122,Final,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,Number of students,200,z,z,z
202122,Final,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,Distinction,124,62,124,62
202122,Final,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,Merit,72,36,196,98
202122,Final,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,Pass,2,1,198,99
202122,Final,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,Unclassified,2,1,200,100
202122,Final,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,Number of students,331,z,z,z
202122,Final,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,Distinction,83,25.1,83,25.1
202122,Final,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,Merit,144,43.5,227,68.6
202122,Final,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,Pass,89,26.9,316,95.5
202122,Final,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,Unclassified,15,4.5,331,100
202122,Final,Academic year,National,E92000001,England,Education and Early Years,All,Number of students,465,z,z,z
202122,Final,Academic year,National,E92000001,England,Education and Early Years,All,Distinction,175,37.6,175,37.6
202122,Final,Academic year,National,E92000001,England,Education and Early Years,All,Merit,227,48.8,402,86.5
202122,Final,Academic year,National,E92000001,England,Education and Early Years,All,Pass,59,12.7,461,99.1
202122,Final,Academic year,National,E92000001,England,Education and Early Years,All,Unclassified,4,0.9,465,100
202223,Revised,Academic year,National,E92000001,England,Building Services Engineering,All,Number of students,208,z,z,z
202223,Revised,Academic year,National,E92000001,England,Building Services Engineering,All,Distinction,58,27.9,58,27.9
202223,Revised,Academic year,National,E92000001,England,Building Services Engineering,All,Merit,83,39.9,141,67.8
202223,Revised,Academic year,National,E92000001,England,Building Services Engineering,All,Pass,57,27.4,198,95.2
202223,Revised,Academic year,National,E92000001,England,Building Services Engineering,All,Unclassified,10,4.8,208,100
202223,Revised,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,Number of students,444,z,z,z
202223,Revised,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,Distinction,90,20.3,90,20.3
202223,Revised,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,Merit,310,69.8,400,90.1
202223,Revised,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,Pass,37,8.3,437,98.4
202223,Revised,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,Unclassified,7,1.6,444,100
202223,Revised,Academic year,National,E92000001,England,Digital Business Services,All,Number of students,43,z,z,z
202223,Revised,Academic year,National,E92000001,England,Digital Business Services,All,Distinction,1,2.3,1,2.3
202223,Revised,Academic year,National,E92000001,England,Digital Business Services,All,Merit,17,39.5,18,41.9
202223,Revised,Academic year,National,E92000001,England,Digital Business Services,All,Pass,22,51.2,40,93
202223,Revised,Academic year,National,E92000001,England,Digital Business Services,All,Unclassified,3,7,43,100
202223,Revised,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,Number of students,694,z,z,z
202223,Revised,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,Distinction,72,10.4,72,10.4
202223,Revised,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,Merit,294,42.4,366,52.7
202223,Revised,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,Pass,263,37.9,629,90.6
202223,Revised,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,Unclassified,65,9.4,694,100
202223,Revised,Academic year,National,E92000001,England,Digital Support Services,All,Number of students,191,z,z,z
202223,Revised,Academic year,National,E92000001,England,Digital Support Services,All,Distinction,47,24.6,47,24.6
202223,Revised,Academic year,National,E92000001,England,Digital Support Services,All,Merit,61,31.9,108,56.5
202223,Revised,Academic year,National,E92000001,England,Digital Support Services,All,Pass,62,32.5,170,89
202223,Revised,Academic year,National,E92000001,England,Digital Support Services,All,Unclassified,21,11,191,100
202223,Revised,Academic year,National,E92000001,England,Education and Early Years,All,Number of students,1025,z,z,z
202223,Revised,Academic year,National,E92000001,England,Education and Early Years,All,Distinction,320,31.2,320,31.2
202223,Revised,Academic year,National,E92000001,England,Education and Early Years,All,Merit,483,47.1,803,78.3
202223,Revised,Academic year,National,E92000001,England,Education and Early Years,All,Pass,208,20.3,1011,98.6
202223,Revised,Academic year,National,E92000001,England,Education and Early Years,All,Unclassified,14,1.4,1025,100
202223,Revised,Academic year,National,E92000001,England,Health,All,Number of students,725,z,z,z
202223,Revised,Academic year,National,E92000001,England,Health,All,Distinction,173,23.9,173,23.9
202223,Revised,Academic year,National,E92000001,England,Health,All,Merit,471,65,644,88.8
202223,Revised,Academic year,National,E92000001,England,Health,All,Pass,77,10.6,721,99.4
202223,Revised,Academic year,National,E92000001,England,Health,All,Unclassified,4,0.6,725,100
202223,Revised,Academic year,National,E92000001,England,Healthcare Science,All,Number of students,32,z,z,z
202223,Revised,Academic year,National,E92000001,England,Healthcare Science,All,Distinction,6,18.8,6,18.8
202223,Revised,Academic year,National,E92000001,England,Healthcare Science,All,Merit,11,34.4,17,53.1
202223,Revised,Academic year,National,E92000001,England,Healthcare Science,All,Pass,10,31.3,27,84.4
202223,Revised,Academic year,National,E92000001,England,Healthcare Science,All,Unclassified,5,15.6,32,100
202223,Revised,Academic year,National,E92000001,England,Onsite Construction,All,Number of students,75,z,z,z
202223,Revised,Academic year,National,E92000001,England,Onsite Construction,All,Distinction,27,36,27,36
202223,Revised,Academic year,National,E92000001,England,Onsite Construction,All,Merit,22,29.3,49,65.3
202223,Revised,Academic year,National,E92000001,England,Onsite Construction,All,Pass,11,14.7,60,80
202223,Revised,Academic year,National,E92000001,England,Onsite Construction,All,Unclassified,15,20,75,100
202223,Revised,Academic year,National,E92000001,England,Science,All,Number of students,122,z,z,z
202223,Revised,Academic year,National,E92000001,England,Science,All,Distinction,6,4.9,6,4.9
202223,Revised,Academic year,National,E92000001,England,Science,All,Merit,67,54.9,73,59.8
202223,Revised,Academic year,National,E92000001,England,Science,All,Pass,46,37.7,119,97.5
202223,Revised,Academic year,National,E92000001,England,Science,All,Unclassified,3,2.5,122,100
202324,Provisional,Academic year,National,E92000001,England,Accounting,All,Number of students,94,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Accounting,All,Distinction,28,29.8,28,29.8
202324,Provisional,Academic year,National,E92000001,England,Accounting,All,Merit,42,44.7,70,74.5
202324,Provisional,Academic year,National,E92000001,England,Accounting,All,Pass,19,20.2,89,94.7
202324,Provisional,Academic year,National,E92000001,England,Accounting,All,Unclassified,5,5.3,94,100
202324,Provisional,Academic year,National,E92000001,England,Building Services Engineering,All,Number of students,318,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Building Services Engineering,All,Distinction,48,15.1,48,15.1
202324,Provisional,Academic year,National,E92000001,England,Building Services Engineering,All,Merit,109,34.3,157,49.4
202324,Provisional,Academic year,National,E92000001,England,Building Services Engineering,All,Pass,139,43.7,296,93.1
202324,Provisional,Academic year,National,E92000001,England,Building Services Engineering,All,Unclassified,22,6.9,318,100
202324,Provisional,Academic year,National,E92000001,England,Design and Development for Engineering and Manufacturing,All,Number of students,555,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Design and Development for Engineering and Manufacturing,All,Distinction,63,11.4,63,11.4
202324,Provisional,Academic year,National,E92000001,England,Design and Development for Engineering and Manufacturing,All,Merit,159,28.6,222,40
202324,Provisional,Academic year,National,E92000001,England,Design and Development for Engineering and Manufacturing,All,Pass,179,32.3,401,72.3
202324,Provisional,Academic year,National,E92000001,England,Design and Development for Engineering and Manufacturing,All,Unclassified,154,27.7,555,100
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,Number of students,686,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,Distinction,98,14.3,98,14.3
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,Merit,453,66,551,80.3
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,Pass,127,18.5,678,98.8
202324,Provisional,Academic year,National,E92000001,England,"Design, Surveying and Planning",All,Unclassified,8,1.2,686,100
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,All,Number of students,35,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,All,Distinction,16,45.7,16,45.7
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,All,Merit,18,51.4,34,97.1
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,All,Pass,1,2.9,35,100
202324,Provisional,Academic year,National,E92000001,England,Digital Business Services,All,Unclassified,0,0,35,100
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,Number of students,1034,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,Distinction,140,13.5,140,13.5
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,Merit,376,36.4,516,49.9
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,Pass,401,38.8,917,88.7
202324,Provisional,Academic year,National,E92000001,England,"Digital Production, Design and Development",All,Unclassified,117,11.3,1034,100
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,All,Number of students,294,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,All,Distinction,69,23.5,69,23.5
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,All,Merit,101,34.4,170,57.8
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,All,Pass,82,27.9,252,85.7
202324,Provisional,Academic year,National,E92000001,England,Digital Support Services,All,Unclassified,42,14.3,294,100
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,All,Number of students,1533,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,All,Distinction,483,31.5,483,31.5
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,All,Merit,793,51.7,1276,83.2
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,All,Pass,229,14.9,1505,98.2
202324,Provisional,Academic year,National,E92000001,England,Education and Early Years,All,Unclassified,28,1.8,1533,100
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",All,Number of students,175,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",All,Distinction,41,23.4,41,23.4
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",All,Merit,85,48.6,126,72
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",All,Pass,45,25.7,171,97.7
202324,Provisional,Academic year,National,E92000001,England,"Engineering, Manufacturing, Processing and Control",All,Unclassified,4,2.3,175,100
202324,Provisional,Academic year,National,E92000001,England,Finance,All,Number of students,37,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Finance,All,Distinction,23,62.2,23,62.2
202324,Provisional,Academic year,National,E92000001,England,Finance,All,Merit,9,24.3,32,86.5
202324,Provisional,Academic year,National,E92000001,England,Finance,All,Pass,3,8.1,35,94.6
202324,Provisional,Academic year,National,E92000001,England,Finance,All,Unclassified,2,5.4,37,100
202324,Provisional,Academic year,National,E92000001,England,Health,All,Number of students,1044,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Health,All,Distinction,138,13.2,138,13.2
202324,Provisional,Academic year,National,E92000001,England,Health,All,Merit,708,67.8,846,81
202324,Provisional,Academic year,National,E92000001,England,Health,All,Pass,174,16.7,1020,97.7
202324,Provisional,Academic year,National,E92000001,England,Health,All,Unclassified,24,2.3,1044,100
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,All,Number of students,65,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,All,Distinction,8,12.3,8,12.3
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,All,Merit,30,46.2,38,58.5
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,All,Pass,22,33.8,60,92.3
202324,Provisional,Academic year,National,E92000001,England,Healthcare Science,All,Unclassified,5,7.7,65,100
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",All,Number of students,398,z,z,z
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",All,Distinction,77,19.3,77,19.3
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",All,Merit,161,40.5,238,59.8
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",All,Pass,111,27.9,349,87.7
202324,Provisional,Academic year,National,E92000001,England,"Maintenance, Installation and Repair for Engineering and Manufacturing",All,Unclassified,49,12.3,398,100
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,All,Number of students,846,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,All,Distinction,177,20.9,177,20.9
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,All,Merit,466,55.1,643,76
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,All,Pass,182,21.5,825,97.5
202324,Provisional,Academic year,National,E92000001,England,Management and Administration,All,Unclassified,21,2.5,846,100
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,All,Number of students,138,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,All,Distinction,27,19.6,27,19.6
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,All,Merit,54,39.1,81,58.7
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,All,Pass,30,21.7,111,80.4
202324,Provisional,Academic year,National,E92000001,England,Onsite Construction,All,Unclassified,27,19.6,138,100
202324,Provisional,Academic year,National,E92000001,England,Science,All,Number of students,128,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Science,All,Distinction,11,8.6,11,8.6
202324,Provisional,Academic year,National,E92000001,England,Science,All,Merit,68,53.1,79,61.7
202324,Provisional,Academic year,National,E92000001,England,Science,All,Pass,40,31.3,119,93
202324,Provisional,Academic year,National,E92000001,England,Science,All,Unclassified,9,7,128,100
202122,Final,Academic year,National,E92000001,England,Total,All,Number of students,996,z,z,z
202122,Final,Academic year,National,E92000001,England,Total,All,Distinction,382,38.4,382,38.4
202122,Final,Academic year,National,E92000001,England,Total,All,Merit,443,44.5,825,82.8
202122,Final,Academic year,National,E92000001,England,Total,All,Pass,150,15.1,975,97.9
202122,Final,Academic year,National,E92000001,England,Total,All,Unclassified,21,2.1,996,100
202223,Revised,Academic year,National,E92000001,England,Total,All,Number of students,3559,z,z,z
202223,Revised,Academic year,National,E92000001,England,Total,All,Distinction,800,22.5,800,22.5
202223,Revised,Academic year,National,E92000001,England,Total,All,Merit,1819,51.1,2619,73.6
202223,Revised,Academic year,National,E92000001,England,Total,All,Pass,793,22.3,3412,95.9
202223,Revised,Academic year,National,E92000001,England,Total,All,Unclassified,147,4.1,3559,100
202324,Provisional,Academic year,National,E92000001,England,Total,All,Number of students,7380,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Total,All,Distinction,1447,19.6,1447,19.6
202324,Provisional,Academic year,National,E92000001,England,Total,All,Merit,3632,49.2,5079,68.8
202324,Provisional,Academic year,National,E92000001,England,Total,All,Pass,1784,24.2,6863,93
202324,Provisional,Academic year,National,E92000001,England,Total,All,Unclassified,517,7,7380,100
202122,Final,Academic year,National,E92000001,England,Total,Female,Number of students,503,z,z,z
202122,Final,Academic year,National,E92000001,England,Total,Female,Distinction,190,37.8,190,37.8
202122,Final,Academic year,National,E92000001,England,Total,Female,Merit,243,48.3,433,86.1
202122,Final,Academic year,National,E92000001,England,Total,Female,Pass,67,13.3,500,99.4
202122,Final,Academic year,National,E92000001,England,Total,Female,Unclassified,3,0.6,503,100
202223,Revised,Academic year,National,E92000001,England,Total,Female,Number of students,1859,z,z,z
202223,Revised,Academic year,National,E92000001,England,Total,Female,Distinction,502,27,502,27
202223,Revised,Academic year,National,E92000001,England,Total,Female,Merit,1007,54.2,1509,81.2
202223,Revised,Academic year,National,E92000001,England,Total,Female,Pass,325,17.5,1834,98.7
202223,Revised,Academic year,National,E92000001,England,Total,Female,Unclassified,25,1.3,1859,100
202324,Provisional,Academic year,National,E92000001,England,Total,Female,Number of students,3227,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Total,Female,Distinction,791,24.5,791,24.5
202324,Provisional,Academic year,National,E92000001,England,Total,Female,Merit,1806,56,2597,80.5
202324,Provisional,Academic year,National,E92000001,England,Total,Female,Pass,554,17.2,3151,97.6
202324,Provisional,Academic year,National,E92000001,England,Total,Female,Unclassified,76,2.4,3227,100
202122,Final,Academic year,National,E92000001,England,Total,Male,Number of students,490,z,z,z
202122,Final,Academic year,National,E92000001,England,Total,Male,Distinction,191,39,191,39
202122,Final,Academic year,National,E92000001,England,Total,Male,Merit,198,40.4,389,79.4
202122,Final,Academic year,National,E92000001,England,Total,Male,Pass,83,16.9,472,96.3
202122,Final,Academic year,National,E92000001,England,Total,Male,Unclassified,18,3.7,490,100
202223,Revised,Academic year,National,E92000001,England,Total,Male,Number of students,1677,z,z,z
202223,Revised,Academic year,National,E92000001,England,Total,Male,Distinction,297,17.7,297,17.7
202223,Revised,Academic year,National,E92000001,England,Total,Male,Merit,802,47.8,1099,65.5
202223,Revised,Academic year,National,E92000001,England,Total,Male,Pass,458,27.3,1557,92.8
202223,Revised,Academic year,National,E92000001,England,Total,Male,Unclassified,120,7.2,1677,100
202324,Provisional,Academic year,National,E92000001,England,Total,Male,Number of students,4116,z,z,z
202324,Provisional,Academic year,National,E92000001,England,Total,Male,Distinction,650,15.8,650,15.8
202324,Provisional,Academic year,National,E92000001,England,Total,Male,Merit,1802,43.8,2452,59.6
202324,Provisional,Academic year,National,E92000001,England,Total,Male,Pass,1223,29.7,3675,89.3
202324,Provisional,Academic year,National,E92000001,England,Total,Male,Unclassified,441,10.7,4116,100
